dataset_index,trajectory_id,regime,trajectory_index,timestep,noise_seed,gamma,noise_sigma,reference_gamma,spatial_points,information_dimension,split
7000,collapse_010,collapse,10,70,150070,0.5,0.65,0.0,128,6,test
7001,collapse_010,collapse,10,71,150070,0.5,0.65,0.0,128,6,test
7002,collapse_010,collapse,10,72,150070,0.5,0.65,0.0,128,6,test
7003,collapse_010,collapse,10,73,150070,0.5,0.65,0.0,128,6,test
7004,collapse_010,collapse,10,74,150070,0.5,0.65,0.0,128,6,test
7005,collapse_010,collapse,10,75,150070,0.5,0.65,0.0,128,6,test
7006,collapse_010,collapse,10,76,150070,0.5,0.65,0.0,128,6,test
7007,collapse_010,collapse,10,77,150070,0.5,0.65,0.0,128,6,test
7008,collapse_010,collapse,10,78,150070,0.5,0.65,0.0,128,6,test
7009,collapse_010,collapse,10,79,150070,0.5,0.65,0.0,128,6,test
7010,collapse_010,collapse,10,80,150070,0.5,0.65,0.0,128,6,test
7011,collapse_010,collapse,10,81,150070,0.5,0.65,0.0,128,6,test
7012,collapse_010,collapse,10,82,150070,0.5,0.65,0.0,128,6,test
7013,collapse_010,collapse,10,83,150070,0.5,0.65,0.0,128,6,test
7014,collapse_010,collapse,10,84,150070,0.5,0.65,0.0,128,6,test
7015,collapse_010,collapse,10,85,150070,0.5,0.65,0.0,128,6,test
7016,collapse_010,collapse,10,86,150070,0.5,0.65,0.0,128,6,test
7017,collapse_010,collapse,10,87,150070,0.5,0.65,0.0,128,6,test
7018,collapse_010,collapse,10,88,150070,0.5,0.65,0.0,128,6,test
7019,collapse_010,collapse,10,89,150070,0.5,0.65,0.0,128,6,test
7020,collapse_010,collapse,10,90,150070,0.5,0.65,0.0,128,6,test
7021,collapse_010,collapse,10,91,150070,0.5,0.65,0.0,128,6,test
7022,collapse_010,collapse,10,92,150070,0.5,0.65,0.0,128,6,test
7023,collapse_010,collapse,10,93,150070,0.5,0.65,0.0,128,6,test
7024,collapse_010,collapse,10,94,150070,0.5,0.65,0.0,128,6,test
7025,collapse_010,collapse,10,95,150070,0.5,0.65,0.0,128,6,test
7026,collapse_010,collapse,10,96,150070,0.5,0.65,0.0,128,6,test
7027,collapse_010,collapse,10,97,150070,0.5,0.65,0.0,128,6,test
7028,collapse_010,collapse,10,98,150070,0.5,0.65,0.0,128,6,test
7029,collapse_011,collapse,11,0,150071,0.5,0.65,0.0,128,6,train
7030,collapse_011,collapse,11,1,150071,0.5,0.65,0.0,128,6,train
7031,collapse_011,collapse,11,2,150071,0.5,0.65,0.0,128,6,train
7032,collapse_011,collapse,11,3,150071,0.5,0.65,0.0,128,6,train
7033,collapse_011,collapse,11,4,150071,0.5,0.65,0.0,128,6,train
7034,collapse_011,collapse,11,5,150071,0.5,0.65,0.0,128,6,train
7035,collapse_011,collapse,11,6,150071,0.5,0.65,0.0,128,6,train
7036,collapse_011,collapse,11,7,150071,0.5,0.65,0.0,128,6,train
7037,collapse_011,collapse,11,8,150071,0.5,0.65,0.0,128,6,train
7038,collapse_011,collapse,11,9,150071,0.5,0.65,0.0,128,6,train
7039,collapse_011,collapse,11,10,150071,0.5,0.65,0.0,128,6,train
7040,collapse_011,collapse,11,11,150071,0.5,0.65,0.0,128,6,train
7041,collapse_011,collapse,11,12,150071,0.5,0.65,0.0,128,6,train
7042,collapse_011,collapse,11,13,150071,0.5,0.65,0.0,128,6,train
7043,collapse_011,collapse,11,14,150071,0.5,0.65,0.0,128,6,train
7044,collapse_011,collapse,11,15,150071,0.5,0.65,0.0,128,6,train
7045,collapse_011,collapse,11,16,150071,0.5,0.65,0.0,128,6,train
7046,collapse_011,collapse,11,17,150071,0.5,0.65,0.0,128,6,train
7047,collapse_011,collapse,11,18,150071,0.5,0.65,0.0,128,6,train
7048,collapse_011,collapse,11,19,150071,0.5,0.65,0.0,128,6,train
7049,collapse_011,collapse,11,20,150071,0.5,0.65,0.0,128,6,train
7050,collapse_011,collapse,11,21,150071,0.5,0.65,0.0,128,6,train
7051,collapse_011,collapse,11,22,150071,0.5,0.65,0.0,128,6,train
7052,collapse_011,collapse,11,23,150071,0.5,0.65,0.0,128,6,train
7053,collapse_011,collapse,11,24,150071,0.5,0.65,0.0,128,6,train
7054,collapse_011,collapse,11,25,150071,0.5,0.65,0.0,128,6,train
7055,collapse_011,collapse,11,26,150071,0.5,0.65,0.0,128,6,train
7056,collapse_011,collapse,11,27,150071,0.5,0.65,0.0,128,6,train
7057,collapse_011,collapse,11,28,150071,0.5,0.65,0.0,128,6,train
7058,collapse_011,collapse,11,29,150071,0.5,0.65,0.0,128,6,train
7059,collapse_011,collapse,11,30,150071,0.5,0.65,0.0,128,6,train
7060,collapse_011,collapse,11,31,150071,0.5,0.65,0.0,128,6,train
7061,collapse_011,collapse,11,32,150071,0.5,0.65,0.0,128,6,train
7062,collapse_011,collapse,11,33,150071,0.5,0.65,0.0,128,6,train
7063,collapse_011,collapse,11,34,150071,0.5,0.65,0.0,128,6,train
7064,collapse_011,collapse,11,35,150071,0.5,0.65,0.0,128,6,train
7065,collapse_011,collapse,11,36,150071,0.5,0.65,0.0,128,6,train
7066,collapse_011,collapse,11,37,150071,0.5,0.65,0.0,128,6,train
7067,collapse_011,collapse,11,38,150071,0.5,0.65,0.0,128,6,train
7068,collapse_011,collapse,11,39,150071,0.5,0.65,0.0,128,6,train
7069,collapse_011,collapse,11,40,150071,0.5,0.65,0.0,128,6,train
7070,collapse_011,collapse,11,41,150071,0.5,0.65,0.0,128,6,train
7071,collapse_011,collapse,11,42,150071,0.5,0.65,0.0,128,6,train
7072,collapse_011,collapse,11,43,150071,0.5,0.65,0.0,128,6,train
7073,collapse_011,collapse,11,44,150071,0.5,0.65,0.0,128,6,train
7074,collapse_011,collapse,11,45,150071,0.5,0.65,0.0,128,6,train
7075,collapse_011,collapse,11,46,150071,0.5,0.65,0.0,128,6,train
7076,collapse_011,collapse,11,47,150071,0.5,0.65,0.0,128,6,train
7077,collapse_011,collapse,11,48,150071,0.5,0.65,0.0,128,6,train
7078,collapse_011,collapse,11,49,150071,0.5,0.65,0.0,128,6,train
7079,collapse_011,collapse,11,50,150071,0.5,0.65,0.0,128,6,train
7080,collapse_011,collapse,11,51,150071,0.5,0.65,0.0,128,6,train
7081,collapse_011,collapse,11,52,150071,0.5,0.65,0.0,128,6,train
7082,collapse_011,collapse,11,53,150071,0.5,0.65,0.0,128,6,train
7083,collapse_011,collapse,11,54,150071,0.5,0.65,0.0,128,6,train
7084,collapse_011,collapse,11,55,150071,0.5,0.65,0.0,128,6,train
7085,collapse_011,collapse,11,56,150071,0.5,0.65,0.0,128,6,train
7086,collapse_011,collapse,11,57,150071,0.5,0.65,0.0,128,6,train
7087,collapse_011,collapse,11,58,150071,0.5,0.65,0.0,128,6,train
7088,collapse_011,collapse,11,59,150071,0.5,0.65,0.0,128,6,train
7089,collapse_011,collapse,11,60,150071,0.5,0.65,0.0,128,6,train
7090,collapse_011,collapse,11,61,150071,0.5,0.65,0.0,128,6,train
7091,collapse_011,collapse,11,62,150071,0.5,0.65,0.0,128,6,train
7092,collapse_011,collapse,11,63,150071,0.5,0.65,0.0,128,6,train
7093,collapse_011,collapse,11,64,150071,0.5,0.65,0.0,128,6,train
7094,collapse_011,collapse,11,65,150071,0.5,0.65,0.0,128,6,train
7095,collapse_011,collapse,11,66,150071,0.5,0.65,0.0,128,6,train
7096,collapse_011,collapse,11,67,150071,0.5,0.65,0.0,128,6,train
7097,collapse_011,collapse,11,68,150071,0.5,0.65,0.0,128,6,train
7098,collapse_011,collapse,11,69,150071,0.5,0.65,0.0,128,6,train
7099,collapse_011,collapse,11,70,150071,0.5,0.65,0.0,128,6,train
7100,collapse_011,collapse,11,71,150071,0.5,0.65,0.0,128,6,train
7101,collapse_011,collapse,11,72,150071,0.5,0.65,0.0,128,6,train
7102,collapse_011,collapse,11,73,150071,0.5,0.65,0.0,128,6,train
7103,collapse_011,collapse,11,74,150071,0.5,0.65,0.0,128,6,train
7104,collapse_011,collapse,11,75,150071,0.5,0.65,0.0,128,6,train
7105,collapse_011,collapse,11,76,150071,0.5,0.65,0.0,128,6,train
7106,collapse_011,collapse,11,77,150071,0.5,0.65,0.0,128,6,train
7107,collapse_011,collapse,11,78,150071,0.5,0.65,0.0,128,6,train
7108,collapse_011,collapse,11,79,150071,0.5,0.65,0.0,128,6,train
7109,collapse_011,collapse,11,80,150071,0.5,0.65,0.0,128,6,train
7110,collapse_011,collapse,11,81,150071,0.5,0.65,0.0,128,6,train
7111,collapse_011,collapse,11,82,150071,0.5,0.65,0.0,128,6,train
7112,collapse_011,collapse,11,83,150071,0.5,0.65,0.0,128,6,train
7113,collapse_011,collapse,11,84,150071,0.5,0.65,0.0,128,6,train
7114,collapse_011,collapse,11,85,150071,0.5,0.65,0.0,128,6,train
7115,collapse_011,collapse,11,86,150071,0.5,0.65,0.0,128,6,train
7116,collapse_011,collapse,11,87,150071,0.5,0.65,0.0,128,6,train
7117,collapse_011,collapse,11,88,150071,0.5,0.65,0.0,128,6,train
7118,collapse_011,collapse,11,89,150071,0.5,0.65,0.0,128,6,train
7119,collapse_011,collapse,11,90,150071,0.5,0.65,0.0,128,6,train
7120,collapse_011,collapse,11,91,150071,0.5,0.65,0.0,128,6,train
7121,collapse_011,collapse,11,92,150071,0.5,0.65,0.0,128,6,train
7122,collapse_011,collapse,11,93,150071,0.5,0.65,0.0,128,6,train
7123,collapse_011,collapse,11,94,150071,0.5,0.65,0.0,128,6,train
7124,collapse_011,collapse,11,95,150071,0.5,0.65,0.0,128,6,train
7125,collapse_011,collapse,11,96,150071,0.5,0.65,0.0,128,6,train
7126,collapse_011,collapse,11,97,150071,0.5,0.65,0.0,128,6,train
7127,collapse_011,collapse,11,98,150071,0.5,0.65,0.0,128,6,train
7128,collapse_012,collapse,12,0,150072,0.5,0.65,0.0,128,6,train
7129,collapse_012,collapse,12,1,150072,0.5,0.65,0.0,128,6,train
7130,collapse_012,collapse,12,2,150072,0.5,0.65,0.0,128,6,train
7131,collapse_012,collapse,12,3,150072,0.5,0.65,0.0,128,6,train
7132,collapse_012,collapse,12,4,150072,0.5,0.65,0.0,128,6,train
7133,collapse_012,collapse,12,5,150072,0.5,0.65,0.0,128,6,train
7134,collapse_012,collapse,12,6,150072,0.5,0.65,0.0,128,6,train
7135,collapse_012,collapse,12,7,150072,0.5,0.65,0.0,128,6,train
7136,collapse_012,collapse,12,8,150072,0.5,0.65,0.0,128,6,train
7137,collapse_012,collapse,12,9,150072,0.5,0.65,0.0,128,6,train
7138,collapse_012,collapse,12,10,150072,0.5,0.65,0.0,128,6,train
7139,collapse_012,collapse,12,11,150072,0.5,0.65,0.0,128,6,train
7140,collapse_012,collapse,12,12,150072,0.5,0.65,0.0,128,6,train
7141,collapse_012,collapse,12,13,150072,0.5,0.65,0.0,128,6,train
7142,collapse_012,collapse,12,14,150072,0.5,0.65,0.0,128,6,train
7143,collapse_012,collapse,12,15,150072,0.5,0.65,0.0,128,6,train
7144,collapse_012,collapse,12,16,150072,0.5,0.65,0.0,128,6,train
7145,collapse_012,collapse,12,17,150072,0.5,0.65,0.0,128,6,train
7146,collapse_012,collapse,12,18,150072,0.5,0.65,0.0,128,6,train
7147,collapse_012,collapse,12,19,150072,0.5,0.65,0.0,128,6,train
7148,collapse_012,collapse,12,20,150072,0.5,0.65,0.0,128,6,train
7149,collapse_012,collapse,12,21,150072,0.5,0.65,0.0,128,6,train
7150,collapse_012,collapse,12,22,150072,0.5,0.65,0.0,128,6,train
7151,collapse_012,collapse,12,23,150072,0.5,0.65,0.0,128,6,train
7152,collapse_012,collapse,12,24,150072,0.5,0.65,0.0,128,6,train
7153,collapse_012,collapse,12,25,150072,0.5,0.65,0.0,128,6,train
7154,collapse_012,collapse,12,26,150072,0.5,0.65,0.0,128,6,train
7155,collapse_012,collapse,12,27,150072,0.5,0.65,0.0,128,6,train
7156,collapse_012,collapse,12,28,150072,0.5,0.65,0.0,128,6,train
7157,collapse_012,collapse,12,29,150072,0.5,0.65,0.0,128,6,train
7158,collapse_012,collapse,12,30,150072,0.5,0.65,0.0,128,6,train
7159,collapse_012,collapse,12,31,150072,0.5,0.65,0.0,128,6,train
7160,collapse_012,collapse,12,32,150072,0.5,0.65,0.0,128,6,train
7161,collapse_012,collapse,12,33,150072,0.5,0.65,0.0,128,6,train
7162,collapse_012,collapse,12,34,150072,0.5,0.65,0.0,128,6,train
7163,collapse_012,collapse,12,35,150072,0.5,0.65,0.0,128,6,train
7164,collapse_012,collapse,12,36,150072,0.5,0.65,0.0,128,6,train
7165,collapse_012,collapse,12,37,150072,0.5,0.65,0.0,128,6,train
7166,collapse_012,collapse,12,38,150072,0.5,0.65,0.0,128,6,train
7167,collapse_012,collapse,12,39,150072,0.5,0.65,0.0,128,6,train
7168,collapse_012,collapse,12,40,150072,0.5,0.65,0.0,128,6,train
7169,collapse_012,collapse,12,41,150072,0.5,0.65,0.0,128,6,train
7170,collapse_012,collapse,12,42,150072,0.5,0.65,0.0,128,6,train
7171,collapse_012,collapse,12,43,150072,0.5,0.65,0.0,128,6,train
7172,collapse_012,collapse,12,44,150072,0.5,0.65,0.0,128,6,train
7173,collapse_012,collapse,12,45,150072,0.5,0.65,0.0,128,6,train
7174,collapse_012,collapse,12,46,150072,0.5,0.65,0.0,128,6,train
7175,collapse_012,collapse,12,47,150072,0.5,0.65,0.0,128,6,train
7176,collapse_012,collapse,12,48,150072,0.5,0.65,0.0,128,6,train
7177,collapse_012,collapse,12,49,150072,0.5,0.65,0.0,128,6,train
7178,collapse_012,collapse,12,50,150072,0.5,0.65,0.0,128,6,train
7179,collapse_012,collapse,12,51,150072,0.5,0.65,0.0,128,6,train
7180,collapse_012,collapse,12,52,150072,0.5,0.65,0.0,128,6,train
7181,collapse_012,collapse,12,53,150072,0.5,0.65,0.0,128,6,train
7182,collapse_012,collapse,12,54,150072,0.5,0.65,0.0,128,6,train
7183,collapse_012,collapse,12,55,150072,0.5,0.65,0.0,128,6,train
7184,collapse_012,collapse,12,56,150072,0.5,0.65,0.0,128,6,train
7185,collapse_012,collapse,12,57,150072,0.5,0.65,0.0,128,6,train
7186,collapse_012,collapse,12,58,150072,0.5,0.65,0.0,128,6,train
7187,collapse_012,collapse,12,59,150072,0.5,0.65,0.0,128,6,train
7188,collapse_012,collapse,12,60,150072,0.5,0.65,0.0,128,6,train
7189,collapse_012,collapse,12,61,150072,0.5,0.65,0.0,128,6,train
7190,collapse_012,collapse,12,62,150072,0.5,0.65,0.0,128,6,train
7191,collapse_012,collapse,12,63,150072,0.5,0.65,0.0,128,6,train
7192,collapse_012,collapse,12,64,150072,0.5,0.65,0.0,128,6,train
7193,collapse_012,collapse,12,65,150072,0.5,0.65,0.0,128,6,train
7194,collapse_012,collapse,12,66,150072,0.5,0.65,0.0,128,6,train
7195,collapse_012,collapse,12,67,150072,0.5,0.65,0.0,128,6,train
7196,collapse_012,collapse,12,68,150072,0.5,0.65,0.0,128,6,train
7197,collapse_012,collapse,12,69,150072,0.5,0.65,0.0,128,6,train
7198,collapse_012,collapse,12,70,150072,0.5,0.65,0.0,128,6,train
7199,collapse_012,collapse,12,71,150072,0.5,0.65,0.0,128,6,train
7200,collapse_012,collapse,12,72,150072,0.5,0.65,0.0,128,6,train
7201,collapse_012,collapse,12,73,150072,0.5,0.65,0.0,128,6,train
7202,collapse_012,collapse,12,74,150072,0.5,0.65,0.0,128,6,train
7203,collapse_012,collapse,12,75,150072,0.5,0.65,0.0,128,6,train
7204,collapse_012,collapse,12,76,150072,0.5,0.65,0.0,128,6,train
7205,collapse_012,collapse,12,77,150072,0.5,0.65,0.0,128,6,train
7206,collapse_012,collapse,12,78,150072,0.5,0.65,0.0,128,6,train
7207,collapse_012,collapse,12,79,150072,0.5,0.65,0.0,128,6,train
7208,collapse_012,collapse,12,80,150072,0.5,0.65,0.0,128,6,train
7209,collapse_012,collapse,12,81,150072,0.5,0.65,0.0,128,6,train
7210,collapse_012,collapse,12,82,150072,0.5,0.65,0.0,128,6,train
7211,collapse_012,collapse,12,83,150072,0.5,0.65,0.0,128,6,train
7212,collapse_012,collapse,12,84,150072,0.5,0.65,0.0,128,6,train
7213,collapse_012,collapse,12,85,150072,0.5,0.65,0.0,128,6,train
7214,collapse_012,collapse,12,86,150072,0.5,0.65,0.0,128,6,train
7215,collapse_012,collapse,12,87,150072,0.5,0.65,0.0,128,6,train
7216,collapse_012,collapse,12,88,150072,0.5,0.65,0.0,128,6,train
7217,collapse_012,collapse,12,89,150072,0.5,0.65,0.0,128,6,train
7218,collapse_012,collapse,12,90,150072,0.5,0.65,0.0,128,6,train
7219,collapse_012,collapse,12,91,150072,0.5,0.65,0.0,128,6,train
7220,collapse_012,collapse,12,92,150072,0.5,0.65,0.0,128,6,train
7221,collapse_012,collapse,12,93,150072,0.5,0.65,0.0,128,6,train
7222,collapse_012,collapse,12,94,150072,0.5,0.65,0.0,128,6,train
7223,collapse_012,collapse,12,95,150072,0.5,0.65,0.0,128,6,train
7224,collapse_012,collapse,12,96,150072,0.5,0.65,0.0,128,6,train
7225,collapse_012,collapse,12,97,150072,0.5,0.65,0.0,128,6,train
7226,collapse_012,collapse,12,98,150072,0.5,0.65,0.0,128,6,train
7227,collapse_013,collapse,13,0,150073,0.5,0.65,0.0,128,6,train
7228,collapse_013,collapse,13,1,150073,0.5,0.65,0.0,128,6,train
7229,collapse_013,collapse,13,2,150073,0.5,0.65,0.0,128,6,train
7230,collapse_013,collapse,13,3,150073,0.5,0.65,0.0,128,6,train
7231,collapse_013,collapse,13,4,150073,0.5,0.65,0.0,128,6,train
7232,collapse_013,collapse,13,5,150073,0.5,0.65,0.0,128,6,train
7233,collapse_013,collapse,13,6,150073,0.5,0.65,0.0,128,6,train
7234,collapse_013,collapse,13,7,150073,0.5,0.65,0.0,128,6,train
7235,collapse_013,collapse,13,8,150073,0.5,0.65,0.0,128,6,train
7236,collapse_013,collapse,13,9,150073,0.5,0.65,0.0,128,6,train
7237,collapse_013,collapse,13,10,150073,0.5,0.65,0.0,128,6,train
7238,collapse_013,collapse,13,11,150073,0.5,0.65,0.0,128,6,train
7239,collapse_013,collapse,13,12,150073,0.5,0.65,0.0,128,6,train
7240,collapse_013,collapse,13,13,150073,0.5,0.65,0.0,128,6,train
7241,collapse_013,collapse,13,14,150073,0.5,0.65,0.0,128,6,train
7242,collapse_013,collapse,13,15,150073,0.5,0.65,0.0,128,6,train
7243,collapse_013,collapse,13,16,150073,0.5,0.65,0.0,128,6,train
7244,collapse_013,collapse,13,17,150073,0.5,0.65,0.0,128,6,train
7245,collapse_013,collapse,13,18,150073,0.5,0.65,0.0,128,6,train
7246,collapse_013,collapse,13,19,150073,0.5,0.65,0.0,128,6,train
7247,collapse_013,collapse,13,20,150073,0.5,0.65,0.0,128,6,train
7248,collapse_013,collapse,13,21,150073,0.5,0.65,0.0,128,6,train
7249,collapse_013,collapse,13,22,150073,0.5,0.65,0.0,128,6,train
7250,collapse_013,collapse,13,23,150073,0.5,0.65,0.0,128,6,train
7251,collapse_013,collapse,13,24,150073,0.5,0.65,0.0,128,6,train
7252,collapse_013,collapse,13,25,150073,0.5,0.65,0.0,128,6,train
7253,collapse_013,collapse,13,26,150073,0.5,0.65,0.0,128,6,train
7254,collapse_013,collapse,13,27,150073,0.5,0.65,0.0,128,6,train
7255,collapse_013,collapse,13,28,150073,0.5,0.65,0.0,128,6,train
7256,collapse_013,collapse,13,29,150073,0.5,0.65,0.0,128,6,train
7257,collapse_013,collapse,13,30,150073,0.5,0.65,0.0,128,6,train
7258,collapse_013,collapse,13,31,150073,0.5,0.65,0.0,128,6,train
7259,collapse_013,collapse,13,32,150073,0.5,0.65,0.0,128,6,train
7260,collapse_013,collapse,13,33,150073,0.5,0.65,0.0,128,6,train
7261,collapse_013,collapse,13,34,150073,0.5,0.65,0.0,128,6,train
7262,collapse_013,collapse,13,35,150073,0.5,0.65,0.0,128,6,train
7263,collapse_013,collapse,13,36,150073,0.5,0.65,0.0,128,6,train
7264,collapse_013,collapse,13,37,150073,0.5,0.65,0.0,128,6,train
7265,collapse_013,collapse,13,38,150073,0.5,0.65,0.0,128,6,train
7266,collapse_013,collapse,13,39,150073,0.5,0.65,0.0,128,6,train
7267,collapse_013,collapse,13,40,150073,0.5,0.65,0.0,128,6,train
7268,collapse_013,collapse,13,41,150073,0.5,0.65,0.0,128,6,train
7269,collapse_013,collapse,13,42,150073,0.5,0.65,0.0,128,6,train
7270,collapse_013,collapse,13,43,150073,0.5,0.65,0.0,128,6,train
7271,collapse_013,collapse,13,44,150073,0.5,0.65,0.0,128,6,train
7272,collapse_013,collapse,13,45,150073,0.5,0.65,0.0,128,6,train
7273,collapse_013,collapse,13,46,150073,0.5,0.65,0.0,128,6,train
7274,collapse_013,collapse,13,47,150073,0.5,0.65,0.0,128,6,train
7275,collapse_013,collapse,13,48,150073,0.5,0.65,0.0,128,6,train
7276,collapse_013,collapse,13,49,150073,0.5,0.65,0.0,128,6,train
7277,collapse_013,collapse,13,50,150073,0.5,0.65,0.0,128,6,train
7278,collapse_013,collapse,13,51,150073,0.5,0.65,0.0,128,6,train
7279,collapse_013,collapse,13,52,150073,0.5,0.65,0.0,128,6,train
7280,collapse_013,collapse,13,53,150073,0.5,0.65,0.0,128,6,train
7281,collapse_013,collapse,13,54,150073,0.5,0.65,0.0,128,6,train
7282,collapse_013,collapse,13,55,150073,0.5,0.65,0.0,128,6,train
7283,collapse_013,collapse,13,56,150073,0.5,0.65,0.0,128,6,train
7284,collapse_013,collapse,13,57,150073,0.5,0.65,0.0,128,6,train
7285,collapse_013,collapse,13,58,150073,0.5,0.65,0.0,128,6,train
7286,collapse_013,collapse,13,59,150073,0.5,0.65,0.0,128,6,train
7287,collapse_013,collapse,13,60,150073,0.5,0.65,0.0,128,6,train
7288,collapse_013,collapse,13,61,150073,0.5,0.65,0.0,128,6,train
7289,collapse_013,collapse,13,62,150073,0.5,0.65,0.0,128,6,train
7290,collapse_013,collapse,13,63,150073,0.5,0.65,0.0,128,6,train
7291,collapse_013,collapse,13,64,150073,0.5,0.65,0.0,128,6,train
7292,collapse_013,collapse,13,65,150073,0.5,0.65,0.0,128,6,train
7293,collapse_013,collapse,13,66,150073,0.5,0.65,0.0,128,6,train
7294,collapse_013,collapse,13,67,150073,0.5,0.65,0.0,128,6,train
7295,collapse_013,collapse,13,68,150073,0.5,0.65,0.0,128,6,train
7296,collapse_013,collapse,13,69,150073,0.5,0.65,0.0,128,6,train
7297,collapse_013,collapse,13,70,150073,0.5,0.65,0.0,128,6,train
7298,collapse_013,collapse,13,71,150073,0.5,0.65,0.0,128,6,train
7299,collapse_013,collapse,13,72,150073,0.5,0.65,0.0,128,6,train
7300,collapse_013,collapse,13,73,150073,0.5,0.65,0.0,128,6,train
7301,collapse_013,collapse,13,74,150073,0.5,0.65,0.0,128,6,train
7302,collapse_013,collapse,13,75,150073,0.5,0.65,0.0,128,6,train
7303,collapse_013,collapse,13,76,150073,0.5,0.65,0.0,128,6,train
7304,collapse_013,collapse,13,77,150073,0.5,0.65,0.0,128,6,train
7305,collapse_013,collapse,13,78,150073,0.5,0.65,0.0,128,6,train
7306,collapse_013,collapse,13,79,150073,0.5,0.65,0.0,128,6,train
7307,collapse_013,collapse,13,80,150073,0.5,0.65,0.0,128,6,train
7308,collapse_013,collapse,13,81,150073,0.5,0.65,0.0,128,6,train
7309,collapse_013,collapse,13,82,150073,0.5,0.65,0.0,128,6,train
7310,collapse_013,collapse,13,83,150073,0.5,0.65,0.0,128,6,train
7311,collapse_013,collapse,13,84,150073,0.5,0.65,0.0,128,6,train
7312,collapse_013,collapse,13,85,150073,0.5,0.65,0.0,128,6,train
7313,collapse_013,collapse,13,86,150073,0.5,0.65,0.0,128,6,train
7314,collapse_013,collapse,13,87,150073,0.5,0.65,0.0,128,6,train
7315,collapse_013,collapse,13,88,150073,0.5,0.65,0.0,128,6,train
7316,collapse_013,collapse,13,89,150073,0.5,0.65,0.0,128,6,train
7317,collapse_013,collapse,13,90,150073,0.5,0.65,0.0,128,6,train
7318,collapse_013,collapse,13,91,150073,0.5,0.65,0.0,128,6,train
7319,collapse_013,collapse,13,92,150073,0.5,0.65,0.0,128,6,train
7320,collapse_013,collapse,13,93,150073,0.5,0.65,0.0,128,6,train
7321,collapse_013,collapse,13,94,150073,0.5,0.65,0.0,128,6,train
7322,collapse_013,collapse,13,95,150073,0.5,0.65,0.0,128,6,train
7323,collapse_013,collapse,13,96,150073,0.5,0.65,0.0,128,6,train
7324,collapse_013,collapse,13,97,150073,0.5,0.65,0.0,128,6,train
7325,collapse_013,collapse,13,98,150073,0.5,0.65,0.0,128,6,train
7326,collapse_014,collapse,14,0,150074,0.5,0.65,0.0,128,6,train
7327,collapse_014,collapse,14,1,150074,0.5,0.65,0.0,128,6,train
7328,collapse_014,collapse,14,2,150074,0.5,0.65,0.0,128,6,train
7329,collapse_014,collapse,14,3,150074,0.5,0.65,0.0,128,6,train
7330,collapse_014,collapse,14,4,150074,0.5,0.65,0.0,128,6,train
7331,collapse_014,collapse,14,5,150074,0.5,0.65,0.0,128,6,train
7332,collapse_014,collapse,14,6,150074,0.5,0.65,0.0,128,6,train
7333,collapse_014,collapse,14,7,150074,0.5,0.65,0.0,128,6,train
7334,collapse_014,collapse,14,8,150074,0.5,0.65,0.0,128,6,train
7335,collapse_014,collapse,14,9,150074,0.5,0.65,0.0,128,6,train
7336,collapse_014,collapse,14,10,150074,0.5,0.65,0.0,128,6,train
7337,collapse_014,collapse,14,11,150074,0.5,0.65,0.0,128,6,train
7338,collapse_014,collapse,14,12,150074,0.5,0.65,0.0,128,6,train
7339,collapse_014,collapse,14,13,150074,0.5,0.65,0.0,128,6,train
7340,collapse_014,collapse,14,14,150074,0.5,0.65,0.0,128,6,train
7341,collapse_014,collapse,14,15,150074,0.5,0.65,0.0,128,6,train
7342,collapse_014,collapse,14,16,150074,0.5,0.65,0.0,128,6,train
7343,collapse_014,collapse,14,17,150074,0.5,0.65,0.0,128,6,train
7344,collapse_014,collapse,14,18,150074,0.5,0.65,0.0,128,6,train
7345,collapse_014,collapse,14,19,150074,0.5,0.65,0.0,128,6,train
7346,collapse_014,collapse,14,20,150074,0.5,0.65,0.0,128,6,train
7347,collapse_014,collapse,14,21,150074,0.5,0.65,0.0,128,6,train
7348,collapse_014,collapse,14,22,150074,0.5,0.65,0.0,128,6,train
7349,collapse_014,collapse,14,23,150074,0.5,0.65,0.0,128,6,train
7350,collapse_014,collapse,14,24,150074,0.5,0.65,0.0,128,6,train
7351,collapse_014,collapse,14,25,150074,0.5,0.65,0.0,128,6,train
7352,collapse_014,collapse,14,26,150074,0.5,0.65,0.0,128,6,train
7353,collapse_014,collapse,14,27,150074,0.5,0.65,0.0,128,6,train
7354,collapse_014,collapse,14,28,150074,0.5,0.65,0.0,128,6,train
7355,collapse_014,collapse,14,29,150074,0.5,0.65,0.0,128,6,train
7356,collapse_014,collapse,14,30,150074,0.5,0.65,0.0,128,6,train
7357,collapse_014,collapse,14,31,150074,0.5,0.65,0.0,128,6,train
7358,collapse_014,collapse,14,32,150074,0.5,0.65,0.0,128,6,train
7359,collapse_014,collapse,14,33,150074,0.5,0.65,0.0,128,6,train
7360,collapse_014,collapse,14,34,150074,0.5,0.65,0.0,128,6,train
7361,collapse_014,collapse,14,35,150074,0.5,0.65,0.0,128,6,train
7362,collapse_014,collapse,14,36,150074,0.5,0.65,0.0,128,6,train
7363,collapse_014,collapse,14,37,150074,0.5,0.65,0.0,128,6,train
7364,collapse_014,collapse,14,38,150074,0.5,0.65,0.0,128,6,train
7365,collapse_014,collapse,14,39,150074,0.5,0.65,0.0,128,6,train
